Year;Exploratory;EP_PlotID;isVIP;isMIP;TotalGrazing;TotalMowing;TotalFertilization
2009;HAI;HEG31;no;no;36.19302949;1;45
2009;HAI;HEG32;no;no;207.7562327;1;62
2009;HAI;HEG33;no;yes;127.3164036;1;108
2009;HAI;HEG34;no;no;59.3639576;1;110
2009;SCH;SEG24;no;no;0;1;0
2009;SCH;SEG25;no;yes;0;2;0
2009;SCH;SEG26;no;no;0;3;16.15
2009;SCH;SEG27;no;yes;0;1;0
2009;SCH;SEG28;no;no;0;1;0
2009;SCH;SEG29;no;no;0;1;0
2009;SCH;SEG30;no;no;0;2;0
2009;SCH;SEG31;no;yes;0;2;0
2009;SCH;SEG32;no;yes;0;2;0
2009;SCH;SEG33;no;yes;312.4847001;1;0
2009;SCH;SEG34;no;no;152.2566372;1;0
2009;SCH;SEG35;no;yes;131.6571429;1;0
2009;SCH;SEG36;no;no;477.027439;0;0
2009;SCH;SEG37;no;yes;334.8017621;0;0
2009;SCH;SEG38;no;yes;170.7831325;1;0
2009;SCH;SEG39;no;yes;57.59962929;1;0
2009;SCH;SEG40;no;no;818.5198556;0;0
2009;SCH;SEG41;no;no;0;1;0
2009;SCH;SEG3;yes;yes;112.5986842;1;115
2009;SCH;SEG4;yes;yes;0;1;0
2009;SCH;SEG5;yes;yes;0;1;0
2009;SCH;SEG6;yes;yes;329.4107143;0;0
2009;SCH;SEG7;yes;yes;366.1538462;0;0
2009;SCH;SEG8;yes;yes;0;2;0
2009;SCH;SEG9;yes;yes;546;0;0
2009;SCH;SEG10;no;no;112.5986842;1;115
2009;SCH;SEG11;no;no;112.5986842;1;115
2009;SCH;SEG12;no;no;0;2;115
2009;SCH;SEG13;no;no;0;2;0
2009;SCH;SEG14;no;no;108.1818182;1;0
2009;SCH;SEG15;no;no;0;1;0
2009;SCH;SEG16;no;no;0;1;0
2009;SCH;SEG17;no;no;168.5402299;0;0
2009;SCH;SEG18;no;yes;0;2;0
2009;SCH;SEG19;no;no;212.4863089;0;0
2009;SCH;SEG20;no;no;59.11578947;1;0
2009;SCH;SEG21;no;no;263.1325301;0;0
2009;SCH;SEG22;no;yes;304.2666667;0;0
2009;SCH;SEG23;no;yes;0;3;16.15
2010;ALB;AEG13;no;no;0;2;200.55
2010;ALB;AEG14;no;no;0;2;89.6
2010;ALB;AEG15;no;yes;0;3;135.66
2010;ALB;AEG16;no;no;83.66812227;2;0
2010;ALB;AEG17;no;no;0;2;80.75
2010;ALB;AEG18;no;yes;0;2;84.6
2010;ALB;AEG19;no;no;65.13085314;1;35
2010;ALB;AEG20;no;yes;350;0;0
2010;ALB;AEG21;no;yes;1225.59727;1;7.95
2010;ALB;AEG22;no;yes;35.12396694;1;106.48
2010;ALB;AEG23;no;no;0;1;0
2010;ALB;AEG24;no;no;163.8297872;2;47.3
2010;ALB;AEG25;no;no;61.87669991;0;47.3
2010;ALB;AEG26;no;yes;350;0;0
2010;ALB;AEG27;no;no;152.5339367;0;0
2010;ALB;AEG28;no;no;73.10756972;0;0
2010;ALB;AEG29;no;no;66.03399433;1;19.8
2010;ALB;AEG30;no;yes;254.0145985;1;94.6
2009;SCH;SEG42;no;yes;816.505032;0;0
2009;SCH;SEG43;no;yes;383.6213992;0;425.7
2009;SCH;SEG44;no;no;358.1333333;0;0
2009;SCH;SEG45;no;no;227.125;0;0
2009;SCH;SEG46;no;yes;353.0538922;0;0
2009;SCH;SEG47;no;no;205.629336;0;0
2009;SCH;SEG48;no;no;597.1875;0;0
2009;SCH;SEG49;no;no;432.6;0;0
2009;SCH;SEG50;no;yes;141.7293035;0;0
2010;ALB;AEG1;yes;yes;0;2;92.75
2010;ALB;AEG2;yes;yes;0;3;239
2010;ALB;AEG3;yes;yes;0;2;64.6
2010;ALB;AEG4;yes;yes;47.38041002;1;35
2010;ALB;AEG5;yes;yes;36.94852941;1;35
2010;ALB;AEG6;yes;yes;128.1228677;1;35
2010;ALB;AEG7;yes;yes;42.85714286;0;0
2010;ALB;AEG8;yes;yes;118.5185185;1;0
2010;ALB;AEG9;yes;yes;85.50443906;0;0
2010;ALB;AEG10;no;yes;0;1;0
2010;ALB;AEG11;no;no;0;3;101.76
2010;ALB;AEG12;no;no;0;2;200.55
2010;HAI;HEG2;yes;yes;0;3;150
2010;HAI;HEG3;yes;yes;0;3;150
2010;HAI;HEG4;yes;yes;179.828722;1;81
2010;HAI;HEG5;yes;yes;149.122807;3;90
2010;HAI;HEG6;yes;yes;106.6961131;1;132
2010;HAI;HEG7;yes;yes;35.98;0;0
2010;HAI;HEG8;yes;yes;35.98;0;0
2010;HAI;HEG9;yes;yes;59.45714286;0;0
2010;HAI;HEG10;no;yes;99.29078014;1;170.28
2010;HAI;HEG11;no;yes;57.37704918;1;170.28
2010;HAI;HEG12;no;no;1143;0;40
2010;HAI;HEG13;no;no;40.02647253;2;0
2010;HAI;HEG14;no;no;19.82378855;2;116.76
2010;HAI;HEG15;no;no;38.67403315;1;75
2010;HAI;HEG16;no;no;163.5772358;0;0
2010;HAI;HEG17;no;no;63.91843098;0;0
2010;HAI;HEG18;no;no;70.56307912;0;0
2010;HAI;HEG19;no;no;63.91843098;0;0
2010;ALB;AEG31;no;yes;317.5182482;1;0
2010;ALB;AEG32;no;no;59.57004161;0;0
2010;ALB;AEG33;no;yes;185.9637775;0;0
2010;ALB;AEG34;no;no;111.2121212;0;0
2010;ALB;AEG35;no;no;0;2;45
2010;ALB;AEG36;no;no;0;2;101.76
2010;ALB;AEG37;no;no;0;2;35
2010;ALB;AEG38;no;yes;0;2;0
2010;ALB;AEG39;no;yes;0;2;35
2010;ALB;AEG40;no;no;0;3;47.3
2010;ALB;AEG41;no;no;25.97402597;2;117.84
2010;ALB;AEG42;no;no;85.03937008;2;64.6
2010;ALB;AEG43;no;no;150.2857143;0;48.45
2010;ALB;AEG44;no;yes;504.3103448;0;0
2010;ALB;AEG45;no;yes;0;2;0
2010;ALB;AEG46;no;yes;292.5;0;0
2010;ALB;AEG47;no;no;69.27083333;0;0
2010;ALB;AEG48;no;no;59.08854167;0;0
2010;ALB;AEG49;no;yes;116.5765766;0;0
2010;ALB;AEG50;no;no;0;2;189.2
2010;HAI;HEG1;yes;yes;0;2;150
2010;HAI;HEG41;no;no;51.44125896;0;0
2010;HAI;HEG42;no;yes;63.91843098;0;0
2010;HAI;HEG43;no;yes;101.4185088;1;0
2010;HAI;HEG44;no;yes;61.37666771;0;0
2010;HAI;HEG45;no;no;76.84407098;0;0
2010;HAI;HEG46;no;no;80.61371841;0;0
2010;HAI;HEG47;no;no;140.9090909;2;0
2010;HAI;HEG48;no;yes;214.6436526;1;0
2010;HAI;HEG49;no;no;16.28952916;2;0
2010;HAI;HEG50;no;yes;26.41509434;1;0
2010;SCH;SEG1;yes;yes;0;3;50
2010;SCH;SEG2;yes;yes;88.86956522;1;50
2010;SCH;SEG3;yes;yes;0;2;50
2010;SCH;SEG4;yes;yes;0;1;0
2010;SCH;SEG5;yes;yes;0;2;0
2010;SCH;SEG6;yes;yes;413.3482143;0;0
2010;SCH;SEG7;yes;yes;471.6923077;0;0
2010;SCH;SEG8;yes;yes;0;1;0
2010;HAI;HEG20;no;yes;51.44125896;0;0
2010;HAI;HEG21;no;yes;39.57335329;0;0
2010;HAI;HEG22;no;no;18.73972603;2;0
2010;HAI;HEG23;no;no;62.27988879;1;0
2010;HAI;HEG24;no;no;109.5477387;1;0
2010;HAI;HEG25;no;no;333.6585366;0;0
2010;HAI;HEG26;no;yes;0;2;0
2010;HAI;HEG27;no;yes;0;1;60
2010;HAI;HEG28;no;yes;0;1;81
2010;HAI;HEG29;no;no;0;1;81
2010;HAI;HEG30;no;yes;0;3;70
2010;HAI;HEG31;no;no;104.1149307;1;121
2010;HAI;HEG32;no;no;158.3102493;1;60
2010;HAI;HEG33;no;yes;139.8490048;1;81
2010;HAI;HEG34;no;no;106.6961131;1;132
2010;HAI;HEG35;no;no;106.8156425;1;132
2010;HAI;HEG36;no;no;69.62839141;1;98
2010;HAI;HEG37;no;yes;69.62839141;1;108
2010;HAI;HEG38;no;no;185.4545455;1;0
2010;HAI;HEG39;no;no;164.7348485;0;0
2010;HAI;HEG40;no;yes;454.2901716;0;0
2010;SCH;SEG30;no;no;0;2;0
2010;SCH;SEG31;no;yes;0;2;0
2010;SCH;SEG32;no;yes;0;2;0
2010;SCH;SEG33;no;yes;324.7123623;0;0
2010;SCH;SEG34;no;no;151.3097345;0;85.14
2010;SCH;SEG35;no;yes;35.71428571;1;85.14
2010;SCH;SEG36;no;no;344.4054878;0;0
2010;SCH;SEG37;no;yes;156.3436123;1;0
2010;SCH;SEG38;no;yes;259.25;1;0
2010;SCH;SEG39;no;yes;175.5553122;1;0
2010;SCH;SEG40;no;no;559.6811071;0;0
2010;SCH;SEG41;no;no;361.7755857;0;0
2010;SCH;SEG42;no;yes;801.3174748;0;0
2010;SCH;SEG43;no;yes;540.8076132;0;0
2010;SCH;SEG44;no;no;107.3333333;0;0
2010;SCH;SEG45;no;no;226.40625;0;0
2010;SCH;SEG46;no;yes;581.8263473;0;0
2010;SCH;SEG47;no;no;598.8197767;1;0
2010;SCH;SEG9;yes;yes;162.6857143;0;0
2010;SCH;SEG10;no;no;0;2;50
2010;SCH;SEG11;no;no;0;2;50
2010;SCH;SEG12;no;no;0;3;50
2010;SCH;SEG13;no;no;0;2;0
2010;SCH;SEG14;no;no;123.8787879;0;0
2010;SCH;SEG15;no;no;0;2;0
2010;SCH;SEG16;no;no;0;1;0
2010;SCH;SEG17;no;no;243.4195402;0;0
2010;SCH;SEG18;no;yes;0;2;0
2010;SCH;SEG19;no;no;70.97480832;1;0
2010;SCH;SEG20;no;no;164.749113;1;0
2010;SCH;SEG21;no;no;271.0843373;0;0
2010;SCH;SEG22;no;yes;974.4;0;0
2010;SCH;SEG23;no;yes;0;2;32.3
2010;SCH;SEG24;no;no;0;1;0
2010;SCH;SEG25;no;yes;0;2;0
2010;SCH;SEG26;no;no;0;2;32.3
2010;SCH;SEG27;no;yes;0;1;0
2010;SCH;SEG28;no;no;0;1;0
2010;SCH;SEG29;no;no;0;1;0
2011;ALB;AEG19;no;no;132.6067578;1;45
2011;ALB;AEG20;no;yes;157.1428571;0;0
2011;ALB;AEG21;no;yes;904.0690053;0;89.5
2011;ALB;AEG22;no;yes;35.12396694;1;0
2011;ALB;AEG23;no;no;0;2;32.3
2011;ALB;AEG24;no;no;116.5984865;2;81.3
2011;ALB;AEG25;no;no;46.91749773;0;0
2011;ALB;AEG26;no;yes;321.4285714;0;0
2011;ALB;AEG27;no;no;126.6968326;0;0
2011;ALB;AEG28;no;no;108.0079681;0;0
2011;ALB;AEG29;no;no;209.1432971;1;8.25
2011;ALB;AEG30;no;yes;218.9781022;1;0
2011;ALB;AEG31;no;yes;147.1962617;1;0
2011;ALB;AEG32;no;no;64.9445215;0;0
2011;ALB;AEG33;no;yes;169.7930142;0;0
2011;ALB;AEG34;no;no;213.4242424;1;0
2011;ALB;AEG35;no;no;0;2;30
2011;ALB;AEG36;no;no;0;2;30
2010;SCH;SEG48;no;no;459.671875;0;0
2010;SCH;SEG49;no;no;421.5;0;0
2010;SCH;SEG50;no;yes;187.2947368;0;0
2011;ALB;AEG1;yes;yes;0;2;45
2011;ALB;AEG2;yes;yes;0;3;239
2011;ALB;AEG3;yes;yes;0;2;32.3
2011;ALB;AEG4;yes;yes;76.99316629;1;115.95
2011;ALB;AEG5;yes;yes;112.5188895;1;115.95
2011;ALB;AEG6;yes;yes;134.3114151;1;45
2011;ALB;AEG7;yes;yes;28.13186813;0;0
2011;ALB;AEG8;yes;yes;75.30864198;1;0
2011;ALB;AEG9;yes;yes;76.99757869;0;0
2011;ALB;AEG10;no;yes;0;1;0
2011;ALB;AEG11;no;no;0;3;100.95
2011;ALB;AEG12;no;no;0;2;115.95
2011;ALB;AEG13;no;no;0;2;115.95
2011;ALB;AEG14;no;no;0;2;108.5
2011;ALB;AEG15;no;yes;0;3;91.4
2011;ALB;AEG16;no;no;108.3655646;1;23.65
2011;ALB;AEG17;no;no;0;2;32.3
2011;ALB;AEG18;no;yes;0;2;108.5
2011;HAI;HEG8;yes;yes;254.1187739;0;0
2011;HAI;HEG9;yes;yes;74.28571429;0;0
2011;HAI;HEG10;no;yes;133.8403042;1;0
2011;HAI;HEG11;no;yes;58.72483221;1;0
2011;HAI;HEG12;no;no;1010;0;0
2011;HAI;HEG13;no;no;48.8418266;3;0
2011;HAI;HEG14;no;no;0;1;130.95
2011;HAI;HEG15;no;no;38.62023436;2;216.21
2011;HAI;HEG16;no;no;231.0263601;0;0
2011;HAI;HEG17;no;no;54.81885522;0;0
2011;HAI;HEG18;no;no;58.26799715;0;0
2011;HAI;HEG19;no;no;54.81885522;0;0
2011;HAI;HEG20;no;yes;233.8862559;0;0
2011;HAI;HEG21;no;yes;77.36363636;0;0
2011;HAI;HEG22;no;no;34.24657534;2;0
2011;HAI;HEG23;no;no;224.5618557;2;0
2011;HAI;HEG24;no;no;317.2110553;2;0
2011;HAI;HEG25;no;no;81.30081301;1;0
2011;ALB;AEG37;no;no;0;3;45
2011;ALB;AEG38;no;yes;0;2;37.84
2011;ALB;AEG39;no;yes;0;3;115.95
2011;ALB;AEG40;no;no;0;3;73.45
2011;ALB;AEG41;no;no;0;3;167.96
2011;ALB;AEG42;no;no;82.67716535;2;64.6
2011;ALB;AEG43;no;no;201.4285714;0;0
2011;ALB;AEG44;no;yes;194.8275862;0;0
2011;ALB;AEG45;no;yes;0;3;0
2011;ALB;AEG46;no;yes;283.3455882;0;0
2011;ALB;AEG47;no;no;75.52083333;0;0
2011;ALB;AEG48;no;no;58.72395833;0;0
2011;ALB;AEG49;no;yes;169.3693694;0;0
2011;ALB;AEG50;no;no;0;2;70.95
2011;HAI;HEG1;yes;yes;0;3;184.45
2011;HAI;HEG2;yes;yes;32.47773704;3;136
2011;HAI;HEG3;yes;yes;32.47773704;3;136
2011;HAI;HEG4;yes;yes;193.0434783;2;108
2011;HAI;HEG5;yes;yes;140.3508772;2;188.6
2011;HAI;HEG6;yes;yes;26.50176678;2;0
2011;HAI;HEG7;yes;yes;757.0823245;1;0
2011;HAI;HEG47;no;no;210.7728337;1;0
2011;HAI;HEG48;no;yes;40;1;0
2011;HAI;HEG49;no;no;0;2;94.6
2011;HAI;HEG50;no;yes;38.48396501;1;0
2011;SCH;SEG1;yes;yes;0;2;80
2011;SCH;SEG2;yes;yes;32;1;80
2011;SCH;SEG3;yes;yes;198.3333333;3;80
2011;SCH;SEG4;yes;yes;62.65734266;1;0
2011;SCH;SEG5;yes;yes;0;1;0
2011;SCH;SEG6;yes;yes;368.8751293;0;0
2011;SCH;SEG7;yes;yes;615.3846154;0;0
2011;SCH;SEG8;yes;yes;33.51955307;1;0
2011;SCH;SEG9;yes;yes;508.1487376;0;0
2011;SCH;SEG10;no;no;0;2;80
2011;SCH;SEG11;no;no;0;2;80
2011;SCH;SEG12;no;no;0;2;80
2011;SCH;SEG13;no;no;127.6241324;2;0
2011;SCH;SEG14;no;no;130.1818182;0;0
2011;HAI;HEG26;no;yes;0;1;94.6
2011;HAI;HEG27;no;yes;0;2;70
2011;HAI;HEG28;no;yes;0;2;81
2011;HAI;HEG29;no;no;0;2;81
2011;HAI;HEG30;no;yes;0;2;111
2011;HAI;HEG31;no;no;56.89071319;2;73.6
2011;HAI;HEG32;no;no;132.9639889;1;60
2011;HAI;HEG33;no;yes;164.811256;1;108
2011;HAI;HEG34;no;no;26.50176678;2;0
2011;HAI;HEG35;no;no;128.4916201;1;0
2011;HAI;HEG36;no;no;11.67052469;2;191.66
2011;HAI;HEG37;no;yes;11.67052469;2;139.98
2011;HAI;HEG38;no;no;375.1260504;0;0
2011;HAI;HEG39;no;no;113.6065574;1;0
2011;HAI;HEG40;no;yes;308.798752;0;0
2011;HAI;HEG41;no;no;233.8862559;0;0
2011;HAI;HEG42;no;yes;54.81885522;0;0
2011;HAI;HEG43;no;yes;80.33573141;0;0
2011;HAI;HEG44;no;yes;88.13174002;0;0
2011;HAI;HEG45;no;no;65.67048184;0;0
2011;HAI;HEG46;no;no;161.0763889;0;0
2011;SCH;SEG36;no;no;197.804878;0;0
2011;SCH;SEG37;no;yes;578.1938326;0;0
2011;SCH;SEG38;no;yes;423.6923077;1;0
2011;SCH;SEG39;no;yes;105.9374153;1;0
2011;SCH;SEG40;no;no;714.4344164;0;0
2011;SCH;SEG41;no;no;377.3119605;0;0
2011;SCH;SEG42;no;yes;633.0832571;0;0
2011;SCH;SEG43;no;yes;598.0374628;0;0
2011;SCH;SEG44;no;no;220;0;0
2011;SCH;SEG45;no;no;408.3035714;0;0
2011;SCH;SEG46;no;yes;618.8955224;0;0
2011;SCH;SEG47;no;no;393.9935065;0;0
2011;SCH;SEG48;no;no;307.6106424;0;0
2011;SCH;SEG49;no;no;255.0333333;0;0
2011;SCH;SEG50;no;yes;281.2105263;0;0
2011;SCH;SEG15;no;no;0;2;0
2011;SCH;SEG16;no;no;263.0129042;1;0
2011;SCH;SEG17;no;no;93.94334975;1;0
2011;SCH;SEG18;no;yes;0;2;0
2011;SCH;SEG19;no;no;253.654267;0;0
2011;SCH;SEG20;no;no;437.6319916;0;0
2011;SCH;SEG21;no;no;256.6585091;0;0
2011;SCH;SEG22;no;yes;505.4666667;0;0
2011;SCH;SEG23;no;yes;0;2;37.7
2011;SCH;SEG24;no;no;0;1;0
2011;SCH;SEG25;no;yes;0;2;0
2011;SCH;SEG26;no;no;0;1;37.7
2011;SCH;SEG27;no;yes;0;1;0
2011;SCH;SEG28;no;no;0;1;0
2011;SCH;SEG29;no;no;0;1;0
2011;SCH;SEG30;no;no;0;2;0
2011;SCH;SEG31;no;yes;0;2;0
2011;SCH;SEG32;no;yes;0;2;0
2011;SCH;SEG33;no;yes;245.1162791;0;85.14
2011;SCH;SEG34;no;no;180.1486726;0;85.14
2011;SCH;SEG35;no;yes;262.917119;0;85.14
